Jaro-Winkler distance,ours,closest CAC match
0.8038258038258038,501 N Park Ave - Tucson - AZ - 85719,500 W Pacific Ave - Telluride - CO - 81435
0.8035480023852116,106 Bow St - Elkton - MD - 21921,100 Brown Street - Chestertown - MD - 21620
0.803441753017393,1655 W Main St - Stroudsburg - PA - 18360,16520 S Westland Dr - Gaithersburg - MD - 20877
0.8033982683982683,241 N Figueroa St - Los Angeles - CA - 90012,2110 W Sunset Blvd - Los Angeles - CA - 90026
0.8031632557704887,1429 N Quincy St - Arlington - VA - 22207,1425 Coventry Rd - High Point - NC - 27262
0.8030633520449076,2520 Cherry Ave - Bremerton - WA - 98310,2570 Berryhill Rd - Montgomery - AL - 36117
0.8028315674095725,34515 9th Ave S - Federal Way - WA - 98003,"325 9th Ave., 2nd Floor - Seattle - WA - 98104"
0.8027777777777778,10058 Long Point Rd - Houston - TX - 77055,1000 E Danieldale Rd - Desoto - TX - 75115
0.8015140415140415,1520 W 53rd St - Davenport - IA - 52806,15 W 3RD ST - Sterling - IL - 61081
0.8011521554169031,6812 Harrisburg Blvd - Houston - TX - 77011,6602 Mapleridge St - Houston - TX - 77081
0.8011286780851998,1235 E Cherokee St - Springfield - MO - 65804,12335 Georgia Ave - Silver Spring - MD - 20906
0.8009259259259259,10050 Roosevelt Blvd - Philadelphia - PA - 19116,100 Woods Rd - Valhalla - NY - 10595
0.8006012506012506,5369 S Calle Santa Cruz - Tucson - AZ - 85706,3950 S Country Club Rd - Tucson - AZ - 85714
0.8005797101449275,327 Medical Park Dr - Bridgeport - WV - 26330,3200 Medical Park Drive - Shawnee - OK - 74804
0.8004826254826256,1513 W Fir St - Portales - NM - 88130,1 W Pratt St - Baltimore - MD - 21201
0.7997773279352227,140 N Sherman Ct - Hazleton - PA - 18201,1401 W North St - Jackson - MI - 49202
0.7995243864136042,2601 W Ave N - San Angelo - TX - 76909,120 E Beauregard Ave - San Angelo - TX - 76903
0.7994755244755245,1901 1st Avenue - New York - NY - 10029,550 First Avenue - New York - NY - 10016
0.7992417976288944,302 College St - Lafayette - TN - 37083,300 Pageant Lane - Clarksville - TN - 37040-3854
0.7984485499698483,303 S Main St - Bluffton - IN - 46714,703 N Main St - Kouts - IN - 46347
0.7980653282978865,7201 N University Dr - Tamarac - FL - 33321,720 Norman Dr - Lebanon - PA - 17042
0.7980364656381487, - Memphis - TN - 38104,Tiger Ln - Memphis - TN - 38104
0.7978866567101861,3201 E Houston St - San Antonio - TX - 78219,323 North Loop 1604 West - San Antonio - TX - 78232
0.7974450386215092,1266 GA-515 - Jasper - GA - 30143,126 US-280 - Americus - GA - 31719
0.7973519163763065,11111 S 84th St - Papillion - NE - 68046,115 S 10th St - Philadelphia - PA - 19107
0.7970940170940172,18 E Laurel Rd - Stratford - NJ - 08084,18 Clark Street - Paterson - NJ -  
0.7966181566181565,128 W 14th St - Hazleton - PA - 18201,1201 N 175th St - Shoreline - WA - 98133
0.7965217391304349,11890 Healing Way - Silver Spring - MD - 20904,12335 Georgia Ave - Silver Spring - MD - 20906
0.7963075880758808,2801 FL-7 - Margate - FL - 33063,2805 Overseas HWY - Marathon - FL - 33050
0.7962908496732026,636 Raymond Dr - Naperville - IL - 60563,6631 Park Dr - Daphne - AL - 36526
0.7961430926948169,26 S Main St - Centerville - UT - 84014,206 3rd Ave. S - Seattle - WA - 98104
0.7960781409433528,660 Firetower Rd - Dublin - GA - 31021,6602 Mapleridge St - Houston - TX - 77081
0.7959876543209877,789 Central Ave - Dover - NH - 03820,1919 Central Ave - Cheyenne - WY - 82001
0.7958558558558558,229 Andover St - Peabody - MA - 01960,2295 S Vineyard Ave - Ontario - CA - 91761
0.7958400234472565,1001 Providence Dr - Newberg - OR - 97132,1000 Norland Ave - Chambersburg - PA - 17201
0.7956837606837607,1016 Roosevelt Ave - Grants - NM - 87020,1010 Spruce St - Española - NM - 87532
0.7955828639699607,120 Craig Rd - Freehold Township - NJ - 07728,1210 Brace Road - Cherry Hill - NJ - 08034
0.7955828639699607,101 Chestnut St - Jefferson City - MO - 65101,10010 Kennerly Rd - St. Louis - MO - 63128
0.7955804195804197,401 N Ewing St - Lancaster - OH - 43130,470 NE A St - Madras - OR - 97741
0.7954471544715447,145 Queen St - Bristol - CT - 06010,1415 California St - Houston - TX - 77006
0.7953808555942702,9205 SW Barnes Rd - Portland - OR - 97225,865 SW Veterans Way - Redmond - OR - 97756
0.7952614379084968,1500 Forest Glen Rd - Silver Spring - MD - 20910,1501 NE Medical Center Drive - Bend - OR - 97701
0.7947262575745548,7525 Tidwell Rd - Houston - TX - 77016,510 W Tidwell Rd - Houston - TX - 77091
0.7946563706563705,825 S 169th St - Omaha - NE - 68118,82-68 164th St - Jamaica - NY - 11432
0.7944444444444445,4350 Dewey Ave - Omaha - NE - 68105,435 Lewis Avenue - Meridien - CT - 06451
0.7941975308641975,230 E Ridgewood Ave - Paramus - NJ - 07652,2301 Erwin Rd - Durham - NC - 27710
0.7937973137973138,27 Park St -  - MA - 02601,273 Teaticket Highway - Falmouth - MA - 02540
0.7935470085470085,1500 Idalia Rd B - Bernalillo - NM - 87004,1503 S Main St - Crossville - TN - 38555
0.7934345254782597,224 SE 24th St - Gainesville - FL - 32641,22600 Highway 84 - Grove Hill - AL - 36451
0.7933333333333333,360 Station Dr - Crystal Lake - IL - 60014,3600 NW Samaritan Dr - Corvallis - OR - 97330
0.7927682074023537,22 Jefferson St - Hartford - CT - 06106,560 Hudson Street - Hartford - CT - 06105
0.7925925925925926,2211 Lomas Blvd NE - Albuquerque - NM - 87106,13701 Encantado Rd. NE - Albuquerque - NM - 87123
0.7924313911611155,1717 S Calhoun St - Fort Wayne - IN - 46802,1201 South Main Street - Crown Point - IN - 46307
0.7922979797979798,2570 Riverside Pkwy - Lawrenceville - GA - 30046,44045 Riverside Pkwy - Leesburg - VA - 20176
0.792107347989701,3001 General Pershing Blvd - Oklahoma City - OK - 73107,300 Med Tech Pkwy - Johnson City - TN - 37604
0.7919444444444445,280 Vista Knoll Pkwy - Reno - NV - 89506,2801 Dekalb Medical Pkwy - Lithonia - GA - 30058
0.7919104841518634,3201 S 16th St 1000 - Milwaukee - WI - 53215,3200 W De Soto St - Pensacola - FL - 32505
0.7910774410774412,7401 Jefferson Ave - Hyattsville - MD - 20785,6401 America Blvd - Hyattsville - MD - 20782
0.7909281894576011,Princeton Hightstown Rd & NJ-64 - West Windsor Township - NJ - 08550,64 Princeton-Hightstown Road - West Windsor - NJ - 08550
0.7905032467532468,1600 Medical Pkwy - Carson City - NV - 89703,1 Medical Park Blvd - Bristol - TN - 37260
0.7904370829549492,100 Sentara Cir - Williamsburg - VA - 23188,101 Emily Dr - Clarksburg - WV - 26301
0.790293621282466,1401 Jefferson Hwy - Jefferson - LA - 70121,1400 Jackson Street - Denver - CO - 80206
0.7902935039168064,1720 S University Dr - Fargo - ND - 58103,165 N University Ave - Farmington - UT - 84025
0.79,1105 E Kennedy Blvd - Tampa - FL - 33602,110 N Elm Ave - Jackson - MI - 49202
0.7897805642633229,2315 Stockton Blvd - Sacramento - CA - 95817,2321 Stout Road - Menomonie - WI - 54751
0.78969133192389,275 Pine Rd - Newnan - GA - 30263,2395 Thompson Rd - Dawsonville - GA - 30534
0.7894565217391304,121 Dekalb Ave -  - NY - 11201,1919 Central Ave - Cheyenne - WY - 82001
0.7889812889812889,334 12th Ave SE - Norman - OK - 73071,1046 6th Ave SW - Albany - OR - 97321
0.7887182382834557,5504 Menaul Blvd NE - Albuquerque - NM - 87110,5150 Journal Center Blvd. SE - Albuquerque - NM - 87109
0.7884705472214052,9901 Medical Center Dr - Rockville - MD - 20850,1 Medical Center Dr - Lebanon - NH - 03766
0.7879700854700855,922 Highland Ave - Needham - MA - 02494,915 Highland Blvd - Bozeman - MT - 59715
0.7874592673052236,1233 W Poplar St - Rogers - AR - 72756,1253 NW Canal Blvd - Redmond - OR - 97756
0.786741655910013,1825 4th St - SF - CA - 94158,4321 4th St - Lubbock - TX - 79415
0.7857142857142858,10150 SE 32nd Ave - Milwaukie - OR - 97222,10300 SW 216 St - Miami - FL - 33190
0.7856525837448473,555 N Duke St - Lancaster - PA - 17602,55 Lake Ave. North - Worcester - MA - 01655
0.7852739265042402,1037 NY-109 - Farmingdale - NY - 11735,1071 MD-3 - Gambrills - MD - 21054
0.785054945054945,6150 E Broad St - Columbus - OH - 43213,600 E Stadium Blvd - Columbia - MO - 65211
0.7846354758119465,1800 NW Myhre Rd - Silverdale - WA - 98383,10452 Silverdale Way N.W. - Silverdale - WA - 98383
0.784569095207393,1301 Grundman Blvd - Nebraska City - NE - 68410,1360 Saxon Boulevard - Orange City - FL - 32763
0.783998283998284,1919 College Dr - Gallup - NM - 87301,210 College Dr - Turnersville - NJ - 08012
0.7834586466165413,20 S Plum St - Vermillion - SD - 57069,207 S Price St - Kingwood - WV - 26537
0.7833092833092833,70 Main St - Norwich - CT - 06360,2979 Main Street - Bridgeport - CT - 06606
0.7830357142857144,5841 S Maryland Ave - Chicago - IL - 60637,5140 N. California Avenue - Chicago - IL - 60625
0.7828658183921341,2108 E Hill Ave - Valdosta - GA - 31601,260 MJ Taylor Road - Adel - GA - 31620
0.7828019323671498,10180 Washington Ave - Sturtevant - WI - 53177,1001 West St - Carthage - NY - 13619
0.7826713648108996,2900 Foxfield Dr - St. Charles - IL - 60174,2950 South Sixth Street - Springfield - IL - 62703
0.7821516606123509,2604 Schoenersville Rd - Bethlehem - PA - 18017,2175 Westgate Dr - Bethlehem - PA - 18017
0.7814647730437204,126 Tatum Hwy - Lovington - NM - 88260,12 College Highway - Southampton - MA - 01073
0.7811593932031274,1125 Madison St - Jefferson City - MO - 65101,114 North Taylor - St. Louis - MO - 63108
0.7811353749972676,35 Miles St - Damariscotta - ME - 04543,356 9th St - Cimarron - NM - 87714
0.7809013914095584,3201 W Saner Ave - Dallas - TX - 75233,3600 NW Samaritan Dr - Corvallis - OR - 97330
0.7801529452076129,1 Cooper Plaza - Camden - NJ - 08103,215 Applegarth Road - Monroe - NJ - 08831
0.7793416850896585,18111 Lexington Blvd - Sugar Land - TX - 77479,18717 S. University Blvd. Ste 105 - Sugar Land - TX - 77479
0.7793290043290044,4700 Highlands Way - Irondale - AL - 35210,600 Highland Ave. - Madison - WI - 53792
0.7787802840434419,1481 W 10th St - Indianapolis - IN - 46202,1401 W North St - Jackson - MI - 49202
0.7786828181565024,22 Bramhall St - Portland - ME - 04102,144 State St - Portland - ME - 04101
0.7782757892513988,95 Leonard Ave 203 - Washington - PA - 15301,37 Highland Ave - Washington - PA - 15301
0.7781554580896687,99 Matthew Dr - Uniontown - PA - 15401,86 McClellandtown Rd - Uniontown - PA - 15401
0.7780849030849031,31 Union St - Vernon - CT - 06066,6411 Fannin St - Houston - TX - 77030
0.7778195488721805,7 Blanchard Cir - Wheaton - IL - 60189,700 Broadway - Fort Wayne - IN - 46802
0.7773934837092732,251 N 4th St - Oakland - MD - 21550,1401 W North St - Jackson - MI - 49202
0.776728992048141,10251 Central Ave - Upper Marlboro - MD - 20772,101 Paul Stabler Dr - Greenville - AL - 36037
0.7763543003851092,589 Bedford St - Stamford - CT - 06901,560 Hudson Street - Hartford - CT - 06105
0.7757792207792208,146 Passion Play Rd - Eureka Springs - AR - 72632,1800 By Pass Rd - Heber Springs - AR - 72543
0.7752297752297753,1812 S J St - Tacoma - WA - 98405,2141 South J Street - Tacoma - WA -  
0.7749717328664698,67 Valley Rd - Middletown - RI - 02842,67267 Main St - Richmond - MI - 48062
0.7749505032172908,155 Crystal Run Rd - Middletown - NY - 10941,147 S Main St - Middleton - MA - 01949
0.7748726655348047,193 NY-59 - Nanuet - NY - 10954,1945 NJ-33 - Neptune City - NJ - 07753
0.7746572104018913,809 University Blvd E - Tuscaloosa - AL - 35401,807 S Ponderosa St - Payson - AZ - 85541
0.7743850041185245,433 Fairview Ave - Ponca City - OK - 74601,4363 All Seasons Drive - Hilliard - OH - 43026
0.774253169997851,11567 Canterwood Blvd - Gig Harbor - WA - 98332,11011 Meridian Ave N. - Seattle - WA - 98133
0.7740212600466685,2302 College Ave - Conway - AR - 72034,2920 Telegraph Ave - Berkeley - CA - 94705
0.773968253968254,601 Concord Ave - Cambridge - MA - 02138,60 Hospital Road - Leominster - MA - 01453
0.7739156268568034,11190 Health Park Blvd - Naples - FL - 34110,400 Health Park Blvd - Saint Augustine - FL - 32086
0.773884908195253,575 Pole Line Rd W - Twin Falls - ID - 83301,5917 Belt Line Rd - Dallas - TX -  
0.7736936936936938,40 75th St - Willowbrook - IL - 60527,400 Hobart St - Cadillac - MI - 49601
0.7735294117647059,33 Kilmer Rd - Edison - NJ - 08817,35 Clayton Rd - Arden - NC - 28704
0.7728937067148449,1625 N Campbell Ave - Tucson - AZ - 85719,1653 Temple Ave N - Fayette - AL - 35555
0.7728034188034187,1729 Benson Ave - Evanston - IL - 60201,"1704 Maple Ave., Suite 100 - Evanston - IL - 60201"
0.7725274725274726,1400 Cambridge St - Cambridge - MA - 02138,1030 Main Street - Waltham - MA - 02451
0.7723291342803538,21 Romance Hill Rd - Belfair - WA - 98528,215 Main St - Oak Hill - WV - 25901
0.7723108803052703,2094 Pitkin Ave -  - NY - 11207,205 N East Ave - Jackson - MI - 49201
0.7720882352941176,165 Vanderbilt Ave -  - NY - 10304,1919 Central Ave - Cheyenne - WY - 82001
0.7719780219780219,13155 Noel Rd 2000 - Dallas - TX - 75240,5917 Belt Line Rd - Dallas - TX -  
0.7717868112014453,1401 1st St W - Webster - SD - 57274,1440 E Central Ave - Wiggins - MS - 39577
0.7717704517704518,725 S Wahanna Rd - Seaside - OR - 97138,2500 NE Neff Rd - Bend - OR - 97701
0.7713670033670034,10800 Knights Rd - Philadelphia - PA - 19114,100 Woods Rd - Valhalla - NY - 10595
0.7711954261954261,270 E Court Ave - Selmer - TN - 38375,2615 E Clinton Ave - Fresno - CA - 93703
0.7709401709401709,625 W 12th St - Wilmington - DE - 19801,601 W 2nd St - Bloomington - IN - 47403
0.7708754208754209,11760 Baltimore Ave - Beltsville - MD - 20705,6401 America Blvd - Hyattsville - MD - 20782
0.7707872340425532,3318 N Northhills Blvd - Fayetteville - AR - 72703,358 East Valley Street - Yellville - AR - 72687
0.7703466295967357,200 E Chisum St - Roswell - NM - 88203,209 Irish Cemetery Road - Tazewell - TN - 37879
0.7702380952380953,135 Maple St - Decatur - GA - 30030,2930 Maple St - Everett - WA - 98201
0.7702380952380953,9191 S Polk St - Dallas - TX - 75232,5917 Belt Line Rd - Dallas - TX -  
0.7702043506921555,1501 Hiland Ave - Burley - ID - 83318,1675 Highland Ave. - Madison - WI - 53792
0.7700254876725464,608 Winifred St - Bayard - NM - 88023,609 Clark St - Jasper - AR - 72641
0.7697216013005487,20 Hartford St - Houlton - ME - 04730,202 Hospital St - Moulton - AL - 35650
0.7693682124012394,9601 Baptist Health Dr - Little Rock - AR - 72205,3915 West 8th Street - Little Rock - AR -  
0.7685714285714286,1455 Battersby Ave - Enumclaw - WA - 98022,1500 Lansdowne Avenue - Darby - PA - 19023
0.7685485246460856,E 42nd Ave & Lake Otis Pkwy - Anchorage - AK - 99508,4115 Lake Otis Pkwy - Anchorage - AK - 99508
0.7683760683760684,9449 Friars Rd - San Diego - CA - 92108,4300 Rose Dr - Yorba Linda - CA - 92886
0.7682586115527292,7018 S Utica Ave - Tulsa - OK - 74136,703 N Main St - Kouts - IN - 46347
0.7682539682539683,18101 Preston Rd 201 - Dallas - TX - 75252,1800 Orleans St - Baltimore - MD - 21287
0.7677352148896864,643 5th St - Fort Sumner - NM - 88119,640 South Broad Street - Trenton - NJ -  
0.7676485788113695,190 Blue Devil Ln - Gainesboro - TN - 38562,1940 N Monroe St - Tallahassee - FL - 32303
0.7675374497625136,4900 Frankford Ave - Philadelphia - PA - 19124,4122 Market St - Philadelphia - PA - 19104
0.7675000000000001,3021 Griffin Ave - Enumclaw - WA - 98022,3702 2nd Ave - Columbus - GA - 31904
0.7674985145573381,3122 E Meridian Park Loop - Wasilla - AK - 99654,316 Mission Rd Ste 207 - Kodiak - AK - 99615
0.767449275362319,1631 Elysian Fields Ave - New Orleans - LA - 70117,11 Elliott Barker Ln - Angel Fire - NM - 87710
0.7670370370370371,2330 S Congress Ave - West Palm Beach - FL - 33406,7305 N Military Trl - West Palm Beach - FL - 33410
0.7669219367588934,101 E Olney Ave C5 - Philadelphia - PA - 19120,1930 S. Broad Street - Philadelphia - PA - 19145
0.7667440002556483,3440 W Dr Martin Luther King Jr Blvd 100 - Tampa - FL - 33607,347 Don Shula Dr - Miami Gardens - FL - 33056
0.7666968400263332,1225 Gerard Ave -  - NY - 10452,1712 E Broad Ave Ste A - Albany - GA - 31705-2611
0.7665223665223665,110 E Ridgewood Ave - Paramus - NJ - 07652,1140 Route 72 West - Manahawkin - NJ - 08050
0.766046511627907,1400 E College Ave - McAlester - OK - 74501,1416 Maccorkle Ave. SW - Charleston - WV - 25303
0.7659987131170145,S Oakes St & E Beauregard Ave - San Angelo - TX - 76903,120 E Beauregard Ave - San Angelo - TX - 76903
0.7658874458874458,1100 E 3rd St - Chattanooga - TN - 37403,116 Garden State Pkwy - Holmdel - NJ - 07733
0.7658633633633634,5755 Cedar Ln - Columbia - MD - 21044,535 Summit Ave - Hagerstown - MD - 21740
0.7655128205128205,509 W 18th St - Hermann - MO - 65041,597 W 11th St - Panama City - FL - 32401
0.7653196053196052,1199 Prince Ave - Athens - GA - 30606,1120 Pine St - Stanley - WI - 54768
0.7652511244377811,12500 Willowbrook Rd - Cumberland - MD - 21502,1800 Orleans St - Baltimore - MD - 21287
0.7647153226100595,6255 Sharlands Ave - Reno - NV - 89523,629 Avenue D - Snohomish - WA - 98290
0.7647153226100595,810 12th St - Hood River - OR - 97031,815 SW Bond Street - Bend - OR - 97702
0.7644736842105263,750 S Park Ave - Pomona - CA - 91766,700 S. Park St. - Madison - WI - 53715
0.7643229520830499,2151 W Spring St - Monroe - GA - 30655,2144 Main Street #8 - Longmont - CO - 80501
0.7643222781434165,50 Worcester Rd - Framingham - MA - 01702,500 Hospital Drive - Wetumpka - AL - 36092
0.7642416966786714,1800 Unser Blvd NW - Albuquerque - NM - 87120,13701 Encantado Rd. NE - Albuquerque - NM - 87123
0.7641308555942702,202 E Nifong Blvd - Columbia - MO - 65203,600 E Stadium Blvd - Columbia - MO - 65211
0.7640537240537241,111 Maltese Dr - Middletown - NY - 10940,115 Porter Drive - Middlebury - VT - 05753
0.7638583638583639,2201 Mt Zion Pkwy - Morrow - GA - 30260,2211 Moody Parkway - Moody - AL - 35004
0.7636887477313974,58 Bedford St - Lexington - MA - 02421,500 Lynnfield Street - Lynn - MA - 01904
0.7633733733733733,345 Main St - Tewksbury - MA - 01876,7545 Main St - Woodstock - GA - 30188
0.7632451499118166,1106 Interstate Dr - Bloomington - IL - 61705,1120 Pine St - Stanley - WI - 54768
0.763003663003663,186 Paradise Blvd - Athens - GA - 30607,104 N Belair Rd - Evans - GA - 30809
0.7627127530854239,2500 Jacksboro Pike 6 - Jacksboro - TN - 37757,20207 Chasewood Park Drive - Houston - TX - 77070
0.7626262626262627,5131 O'Donovan Dr - Baton Rouge - LA - 70808,3600 Florida Blvd - Baton Rouge - LA - 70806
0.7623296134687415,2 Wake Robin Rd - Lincoln - RI - 02865,2585 W Houghton Lake - Prudenville - MI - 48651
0.7622670807453417,30809 1st Ave S - Federal Way - WA - 98003,"325 9th Ave., 2nd Floor - Seattle - WA - 98104"
0.7620209059233449,535 Centerville Rd - Warwick - RI - 02886,5 Perryridge Road - Greenwich - CT - 06830
0.7619174942704355,4 Jersey St - Boston - MA - 02215,40 Wright St - Palmer - MA - 01069
0.7613574165298302,901 Adams Blvd - Boulder City - NV - 89005,900 College Ave W - Ladysmith - WI - 54848
0.7612082670906201,600 Mary St - Evansville - IN - 47710,609 Clark St - Jasper - AR - 72641
0.7611201445347786,18653 Wedge Pkwy - Reno - NV - 89511,1883 Eastern Pkwy - Brooklyn - NY - 11235
0.7609203142536476,1315 Burro Ave - Cloudcroft - NM - 88317,13620 Crayton Blvd - Hagerstown - MD - 21742
0.7603100775193798,7221 Sallie Mood Dr - Savannah - GA - 31406,72 County Road 304 - Calera - AL - 35040
0.7601801801801802,2285 Sequoia Dr - Aurora - IL - 60506,224 Park Avenue - Frankfort - MI - 49635
0.7600882352941176,2 Renshaw Rd - Darien - CT - 06820,220 Research Drive - Athens - GA - 30605
0.7599378881987577,17960 S Halsted St - Homewood - IL - 60430,1401 East State Street - Rockford - IL - 61104
0.7597710492447334,575 NJ-440 - Jersey City - NJ - 07305,1945 NJ-33 - Neptune City - NJ - 07753
0.7588744588744589,1170 N Solano Dr - Las Cruces - NM - 88001,2450 S Telshor Blvd - Las Cruces - NM - 88011
0.75838166101324,914 Shorter Ave NW - Rome - GA - 30165,9 W Main St - Alamo - GA - 30411-3516
0.7583638583638583,7800 Preston Rd 300 - Plano - TX - 75024,600 S Dobson Rd - Chandler - AZ - 85224
0.7578787878787879,10256 Old Green Bay Rd - Pleasant Prairie - WI - 53158,129 Old Abe Rd - Lac du Flambeau - WI - 54538
0.7577935616909154,505 Parnassus Ave - SF - CA - 94143,55 Pacific Ave - San Francisco - CA - 94111
0.7573697431326474,15214 Canyon Rd E - Puyallup - WA - 98375,1007 39th Ave. S.E. - Puyallup - WA - 98374
0.7572937387515393,2747 4th St - Brunswick - GA - 31520,4321 4th St - Lubbock - TX - 79415
0.7568843430369787,12000 MS-15 1 - Philadelphia - MS - 39350,115 S 10th St - Philadelphia - PA - 19107
0.756580547112462,3580 W 9000 S - West Jordan - UT - 84088,3730 W. 4700 S. - West Valley City - UT - 84129
0.7564214046822743,330 W Maple Ave - Monrovia - CA - 91016,3250 Alpine Road - Portola Valley - CA - 94028
0.7563492063492063,5450 Fort St - Trenton - MI - 48183,300 Wilson St - Clayton - NM - 88415
0.7562271062271063,235 S Gary Ave - Bloomingdale - IL - 60108,259 E Erie St - Chicago - IL - 60611
0.7559769498793889,440 N Hiawatha Dr - Canton - SD - 57013,4805 NE Glisan St - Portland - OR - 97213
0.7557142857142858,745 Poplar Rd - Newnan - GA - 30265,73 Maxwell Ln - Lumpkin - GA - 30533
0.7545255150202675,6959 Forest Preserve Dr - Chicago - IL - 60634,259 E Erie St - Chicago - IL - 60611
0.7543023255813953,468 Cadieux Rd - Grosse Pointe - MI - 48230,45 W. Grand River - Detroit - MI - 48226
0.7541654939487756,2929 S Garnett Rd - Tulsa - OK - 74129,265 W Ina Rd - Tucson - AZ - 85704
0.7540792540792541,580 Court St - Keene - NH - 03431,8135 Calumet Ave - Munster - IN - 46321
0.7540564373897706,1403 Grand Blvd - KCMO - MO - 64106,411 Grand Ave - Oakland - CA - 94610
0.7538095238095237,407 Interchange Dr - Fulton - MS - 38843,430 Waterstone Dr - Hillsborough - NC - 27278
0.7536326252867088,520 S Maple Ave - Oak Park - IL - 60304,777 Park Ave. West - Highland Park - IL - 60035
0.7532874097213877,201 N Mayfair Rd - Wauwatosa - WI - 53226,13380 W Trepania Rd - Hayward - WI - 54843
0.753225806451613,7643 Painter Ave - Whittier - CA - 90602,1331 Prairie Ave - Cheyenne - WY - 82009
0.7529529855868223,16700 Jog Rd - Delray Beach - FL - 33446,1360 Saxon Boulevard - Orange City - FL - 32763
0.7527568922305763,3700 4th St SW - Mason City - IA - 50401,700 S. Park St. - Madison - WI - 53715
0.7527568922305763,227 Madison St - New York - NY - 10002,550 First Avenue - New York - NY - 10016
0.7525465838509316,1000 N Main St Ste. A - Richfield - UT - 84701,1280 E Stringham Ave - Salt Lake City - UT - 84106
0.7523212574276404,910 Old Camp Rd 130 - The Villages - FL - 32162,703 N Buena Vista Blvd - The Villages - FL - 32162
0.7522702104097453,1801 E 51st St Bldg H - Austin - TX - 78723,"5616 Lawndale St., Ste A108 - Houston - TX - 77023"
0.7522141472868218,3900 Aviation Cir NW - Atlanta - GA - 30336,3600 NW Samaritan Dr - Corvallis - OR - 97330
0.7521437511174682,900 N Flamingo Rd - Pembroke Pines - FL - 33028,9637 Lake Nona Village Place - Orlando - FL - 32827
0.7516988416988417,545 E 142nd St -  - NY - 10454,56-45 Main St - Flushing - NY - 11355
0.7505923344947735,1301 W 18th St - Sioux Falls - SD - 57104,1210 NW 16th St - Fruitland - ID - 83619
0.7504071139736154,1621 W 10th St - Little Rock - AR - 72202,3915 West 8th Street - Little Rock - AR -  
0.7503432003432003,1216 Cameo St - Clovis - NM - 88101,65 James Street - Edison - NJ - 08820
0.7500342794460441,1570 E Tucson Marketplace Blvd - Tucson - AZ - 85713,3950 S Country Club Rd - Tucson - AZ - 85714
0.7499353949521922,1050 E Philadelphia Ave - Gilbertsville - PA - 19525,2705 E Pinetree Blvd - Thomasville - GA - 31792
0.7498132278620084,348 Greenwood St - Worcester - MA - 01607,33 Tower Street - Somerville - MA -  
0.7496977277465082,801 S 70th St - West Allis - WI - 53214,855 S Main St - Oconto Falls - WI - 54154
0.7488954171562867,131 McMillen Dr - Newark - OH - 43055,1000 McKinley Park Drive - Marion - OH - 43302
0.7488334488334488,3563 Far W Blvd - Austin - TX - 78731,342 Frey St - Ashland City - TN - 37015
0.7485616010006254,615 Prospect Ave - Springer - NM - 87747,30 Prospect Ave - Hackensack - NJ - 07601
0.7482381959126144,54 Seven Lakes Dr - Sloatsburg - NY - 10974,3 Delaware Drive - Lake Success - NY - 11042
0.7479938977879481,800 Clematis St - West Palm Beach - FL - 33401,7305 N Military Trl - West Palm Beach - FL - 33410
0.7479348811130452,1485 US-40 Ste. G - Heber City - UT - 84032,389 S 900 E - Salt Lake City - UT - 84102
0.7478129117259553,1344 Wintergreen Ln NE - Bainbridge Island - WA - 98110,11 Elliott Barker Ln - Angel Fire - NM - 87710
0.7477251407129457,1850 Gateway Dr - Sycamore - IL - 60178,1000 Water St - Jacksonville - FL - 32204
0.7475708502024291,1700 Alber St 100 - Wabash - IN - 46992,130 N Sherman St - Leslie - MI - 49251
0.7475,3617 Northwest Expy - Oklahoma City - OK - 73112,340 Southwest Blvd - Kansas City - KS - 66103
0.7466898954703832,85 Godwin Ave - Midland Park - NJ - 07432,6 Earlin Ave - Browns Mills - NJ - 08015
0.7459397346097827,9621 Ridgetop Blvd NW - Silverdale - WA - 98383,10452 Silverdale Way N.W. - Silverdale - WA - 98383
0.7455671055671056,701 3rd Ave S - Clear Lake - SD - 57226,206 3rd Ave. S - Seattle - WA - 98104
0.7454703832752614,7001 Gulf Hwy - Lake Charles - LA - 70607,7300 Van Dusen Road - Laurel - MD - 20707
0.7454585460306283,1933 Edwin Dr - Chesapeake - VA - 23322,101 Emily Dr - Clarksburg - WV - 26301
0.7454499494438827,18101 Prince Philip Dr - Olney - MD - 20832,1000 McKinley Park Drive - Marion - OH - 43302
0.7452626641651031,400 Putnam Pike - Smithfield - RI - 02917,447 N Main St - Pittsfield - ME - 04967
0.745103785103785,75 Park St - Elizabethtown - NY - 12932,18 Clark Street - Paterson - NJ -  
0.7445491539944312,350 S Waukegan Rd - Deerfield - IL - 60015,3801 S National Ave - Springfield - MO - 65807
0.744498908846735,809 Jackson St - Burke - SD - 57523,845 Parkside St. - Ripon - WI - 54971
0.7435107376283847,501 N Glendale Ave - Glendale - CA - 91206,550 South Green Valley Road - Watsonville - CA - 95076
0.7433951247992993,1133 Eagles Landing Pkwy - Stockbridge - GA - 30281,1310 N Central St - Lonoke - AR - 72086
0.7430288461538461,3351 McMullen Booth Rd - Clearwater - FL - 33761,3500 Cloverdale Road - Florence - AL - 
0.7429629629629629,7495 State St - Midvale - UT - 84047,144 State St - Portland - ME - 04101
0.7422213362430754,7131 Frankford Ave 2nd Floor - Philadelphia - PA - 19135,7401 Ogontz Avenue - Philadelphia - PA - 19138
